pfam_id,ppa_locus,evalue_full_seq,Description
14-3-3|PF00244.21,ppa_stranded_DN29292_c0_g1_i1,1.20E-99,14-3-3
GMP_PDE_delta|PF05351.12,ppa_stranded_DN30526_c1_g3_i5,1.30E-41,"GMP-PDE,"
GMP_PDE_delta|PF05351.12,ppa_stranded_DN44600_c0_g1_i1,6.80E-67,"GMP-PDE,"
GnHR_trans|PF12369.9,PPA29111,0.00042,Gonadotropin
GNT-I|PF03071.16,ppa_stranded_DN24785_c0_g2_i1,1.80E-158,GNT-I
GNT-I|PF03071.16,ppa_stranded_DN28606_c1_g1_i1,7.20E-103,GNT-I
GOLD_2|PF13897.7,PPA28840,5.30E-66,Golgi-dynamics
GOLGA2L5|PF15070.7,ppa_stranded_DN24507_c0_g1_i1,3.50E-08,Putative
Golgin_A5|PF09787.10,ppa_stranded_DN25047_c0_g1_i1,0.00023,Golgin
Golgin_A5|PF09787.10,ppa_stranded_DN28297_c0_g2_i1,2.90E-22,Golgin
Golgin_A5|PF09787.10,PPA11096,0.0089,Golgin
GoLoco|PF02188.18,PPA00081,2.90E-23,GoLoco
GoLoco|PF02188.18,PPA35226,4.90E-07,GoLoco
Got1|PF04178.13,PPA08176,9.70E-27,Got1/Sft2-like
Got1|PF04178.13,PPA29874,1.40E-16,Got1/Sft2-like
Got1|PF04178.13,PPA35659,1.20E-19,Got1/Sft2-like
Gp_dh_C|PF02800.21,PPA12783,2.10E-68,Glyceraldehyde
Gp-FAR-1|PF05823.13,Contig83-snapTAU.67,2.00E-05,Nematode
Gp-FAR-1|PF05823.13,ppa_stranded_DN3530_c0_g1_i1,3.20E-11,Nematode
Gp-FAR-1|PF05823.13,ppa_stranded_DN44278_c0_g1_i1,4.90E-05,Nematode
Gp-FAR-1|PF05823.13,ppa_stranded_DN44750_c0_g1_i1,4.70E-06,Nematode
Gp-FAR-1|PF05823.13,PPA00696,7.00E-07,Nematode
Gp-FAR-1|PF05823.13,PPA02765,0.00023,Nematode
Gp-FAR-1|PF05823.13,PPA02787,7.00E-53,Nematode
Gp-FAR-1|PF05823.13,PPA02956,2.50E-09,Nematode
Gp-FAR-1|PF05823.13,PPA05078,0.0051,Nematode
Gp-FAR-1|PF05823.13,PPA05357,0.0054,Nematode
Gp-FAR-1|PF05823.13,PPA05358,8.20E-07,Nematode
Gp-FAR-1|PF05823.13,PPA08029,3.00E-05,Nematode
Gp-FAR-1|PF05823.13,PPA08810,0.00076,Nematode
Gp-FAR-1|PF05823.13,PPA08811,0.0016,Nematode
Gp-FAR-1|PF05823.13,PPA09476,2.20E-10,Nematode
Gp-FAR-1|PF05823.13,PPA09479,0.00013,Nematode
Gp-FAR-1|PF05823.13,PPA10498,5.20E-09,Nematode
Gp-FAR-1|PF05823.13,PPA11671,0.00064,Nematode
Gp-FAR-1|PF05823.13,PPA11672,7.30E-07,Nematode
Gp-FAR-1|PF05823.13,PPA13248,8.00E-10,Nematode
Gp-FAR-1|PF05823.13,PPA13250,0.004,Nematode
Gp-FAR-1|PF05823.13,PPA13253,1.60E-15,Nematode
Gp-FAR-1|PF05823.13,PPA15018,6.00E-39,Nematode
Gp-FAR-1|PF05823.13,PPA15022,2.70E-09,Nematode
Gp-FAR-1|PF05823.13,PPA15023,1.80E-12,Nematode
Gp-FAR-1|PF05823.13,PPA15264,6.40E-10,Nematode
Gp-FAR-1|PF05823.13,PPA15771,1.40E-53,Nematode
Gp-FAR-1|PF05823.13,PPA20813,1.60E-05,Nematode
Gp-FAR-1|PF05823.13,PPA27029,2.30E-09,Nematode
Gp-FAR-1|PF05823.13,PPA28110,0.0031,Nematode
Gp-FAR-1|PF05823.13,PPA30012,0.00062,Nematode
Gp-FAR-1|PF05823.13,PPA33496,0.0014,Nematode
Gp-FAR-1|PF05823.13,PPA34112,0.0014,Nematode
Gp-FAR-1|PF05823.13,PPA35419,6.50E-13,Nematode
Gp-FAR-1|PF05823.13,PPA36229,0.00025,Nematode
Gp-FAR-1|PF05823.13,PPA37516,0.00042,Nematode
Gp-FAR-1|PF05823.13,PPA37608,5.40E-14,Nematode
Gp-FAR-1|PF05823.13,PPA38931,1.40E-53,Nematode
Gp-FAR-1|PF05823.13,PPA39087,1.00E-06,Nematode
Gp-FAR-1|PF05823.13,PPA40203,0.0031,Nematode
Gp-FAR-1|PF05823.13,PPA40898,1.80E-08,Nematode
Gp-FAR-1|PF05823.13,PPA40901,1.10E-08,Nematode
Gp-FAR-1|PF05823.13,PPA43173,5.90E-52,Nematode
Gp-FAR-1|PF05823.13,PPA43181,9.80E-53,Nematode
GP52|PF17468.3,PPA43434,0.009,Phage
GPCR_chapero_1|PF11904.9,PPA02362,9.70E-81,GPCR-chaperone
GPCR_chapero_1|PF11904.9,PPA20916,4.00E-64,GPCR-chaperone
GpcrRhopsn4|PF10192.10,PPA20397,7.20E-49,Rhodopsin-like
GpcrRhopsn4|PF10192.10,PPA45373,0.0025,Rhodopsin-like
Gpi1|PF05024.16,ppa_stranded_DN29992_c1_g3_i5,2.60E-41,N-acetylglucosaminyl
Gpi16|PF04113.15,ppa_stranded_DN25163_c1_g1_i1,2.20E-96,Gpi16
GPP34|PF05719.12,PPA24415,6.10E-53,Golgi
GPS|PF01825.22,ppa_stranded_DN26354_c1_g1_i1,1.30E-06,GPCR
GRAM|PF02893.21,ppa_stranded_DN26568_c0_g2_i1,1.30E-08,GRAM
GRAM|PF02893.21,ppa_stranded_DN28320_c0_g2_i2,2.50E-07,GRAM
GRAM|PF02893.21,ppa_stranded_DN7802_c0_g1_i1,2.70E-12,GRAM
Granulin|PF00396.19,ppa_stranded_DN31495_c2_g3_i1,8.80E-10,Granulin
Granulin|PF00396.19,ppa_stranded_DN6639_c0_g1_i1,2.30E-07,Granulin
Granulin|PF00396.19,PPA01041,1.60E-32,Granulin
Granulin|PF00396.19,PPA07095,1.90E-20,Granulin
GRASP55_65|PF04495.15,ppa_stranded_DN23634_c0_g1_i2,3.30E-73,GRASP55/65
GRDP-like|PF07173.13,ppa_stranded_DN31593_c0_g11_i2,2.30E-50,Glycine-rich
GRIM-19|PF06212.13,ppa_stranded_DN20803_c0_g1_i1,9.20E-49,GRIM-19
GRIP|PF01465.21,ppa_stranded_DN29577_c0_g2_i2,4.00E-08,GRIP
GRIP|PF01465.21,PPA00063,2.70E-11,GRIP
GRIP|PF01465.21,PPA21680,9.40E-11,GRIP
Ground-like|PF04155.19,Iso_D.3074.1,4.10E-16,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN16622_c0_g1_i1,1.50E-17,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN17839_c0_g2_i1,2.00E-07,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN18934_c0_g1_i1,4.20E-17,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN23686_c0_g3_i1,5.90E-22,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN23686_c1_g1_i1,1.20E-12,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN23794_c0_g1_i4,1.50E-16,Ground-like
Ground-like|PF04155.19,ppa_stranded_DN29873_c5_g4_i1,4.50E-22,Ground-like
Ground-like|PF04155.19,PPA02970,1.80E-11,Ground-like
Ground-like|PF04155.19,PPA02976,5.60E-09,Ground-like
Ground-like|PF04155.19,PPA04202,2.70E-07,Ground-like
Ground-like|PF04155.19,PPA04237,3.70E-09,Ground-like
Ground-like|PF04155.19,PPA04812,2.60E-10,Ground-like
Ground-like|PF04155.19,PPA06058,3.90E-19,Ground-like
Ground-like|PF04155.19,PPA08488,1.20E-11,Ground-like
Ground-like|PF04155.19,PPA08492,9.60E-20,Ground-like
Ground-like|PF04155.19,PPA09502,1.30E-08,Ground-like
Ground-like|PF04155.19,PPA09868,1.90E-15,Ground-like
Ground-like|PF04155.19,PPA10090,0.00029,Ground-like
Ground-like|PF04155.19,PPA12251,2.80E-24,Ground-like
Ground-like|PF04155.19,PPA12836,7.00E-21,Ground-like
Ground-like|PF04155.19,PPA13339,2.10E-20,Ground-like
Ground-like|PF04155.19,PPA15490,9.80E-08,Ground-like
Ground-like|PF04155.19,PPA18045,1.80E-18,Ground-like
Ground-like|PF04155.19,PPA19300,7.10E-17,Ground-like
Ground-like|PF04155.19,PPA26388,8.40E-10,Ground-like
Ground-like|PF04155.19,PPA28852,2.30E-09,Ground-like
Ground-like|PF04155.19,PPA28952,2.70E-23,Ground-like
Ground-like|PF04155.19,PPA33993,2.70E-18,Ground-like
Ground-like|PF04155.19,PPA34366,2.10E-12,Ground-like
Ground-like|PF04155.19,PPA36453,1.60E-10,Ground-like
Ground-like|PF04155.19,PPA37888,7.10E-19,Ground-like
Ground-like|PF04155.19,PPA39587,1.20E-10,Ground-like
Ground-like|PF04155.19,PPA40467,2.50E-19,Ground-like
Ground-like|PF04155.19,PPA42220,6.30E-18,Ground-like
Ground-like|PF04155.19,PPA43263,5.30E-18,Ground-like
Ground-like|PF04155.19,UMA-S2874-2.38-mRNA-1_frag,2.50E-14,Ground-like
Ground-like|PF04155.19,UMM-S7-18.56-mRNA-1_frag,4.60E-09,Ground-like
Ground-like|PF04155.19,UMM-S71-15.76-mRNA-1_grd-8,8.00E-19,Ground-like
GRP|PF07172.12,Contig90-snapTAU.43,3.70E-05,Glycine
GRP|PF07172.12,PPA02981,2.90E-05,Glycine
GRP|PF07172.12,PPA09846,1.70E-05,Glycine
GrpE|PF01025.20,PPA00967,3.10E-45,GrpE
GrpE|PF01025.20,PPA40105,0.0096,GrpE
GrpE|PF01025.20,PPA40109,0.0056,GrpE
GSH_synth_ATP|PF03917.18,PPA08191,5.40E-163,Eukaryotic
GSHPx|PF00255.20,ppa_stranded_DN28869_c0_g1_i1,1.00E-37,Glutathione
GSHPx|PF00255.20,PPA20636,1.90E-30,Glutathione
GSHPx|PF00255.20,PPA21459,2.50E-33,Glutathione
GST_C_2|PF13410.7,PPA36051,1.70E-06,Glutathione
GST_C_3|PF14497.7,Contig12-snapTAU.420,1.70E-14,Glutathione
GST_C_3|PF14497.7,isopolya.5328.2,8.10E-13,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN14327_c0_g1_i1,8.60E-09,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN17824_c0_g1_i1,7.50E-08,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN19715_c0_g3_i1,8.70E-11,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN20096_c0_g1_i1,3.90E-13,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN21065_c0_g1_i1,2.70E-14,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN24166_c0_g1_i2,2.10E-17,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN29441_c0_g2_i1,1.50E-08,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN29441_c0_g2_i5,1.50E-08,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN35960_c0_g1_i1,1.10E-09,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN40317_c0_g1_i1,4.60E-13,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN44989_c0_g1_i1,8.70E-15,Glutathione
GST_C_3|PF14497.7,ppa_stranded_DN8561_c0_g1_i1,1.30E-13,Glutathione
GST_C_3|PF14497.7,PPA01141,1.50E-14,Glutathione
GST_C_3|PF14497.7,PPA02288,3.90E-11,Glutathione
GST_C_3|PF14497.7,PPA05672,5.40E-12,Glutathione
GST_C_3|PF14497.7,PPA05992,8.90E-10,Glutathione
GST_C_3|PF14497.7,PPA08014,7.30E-16,Glutathione
GST_C_3|PF14497.7,PPA09813,3.40E-50,Glutathione
GST_C_3|PF14497.7,PPA15503,1.10E-07,Glutathione
GST_C_3|PF14497.7,PPA20717,4.40E-07,Glutathione
GST_C_3|PF14497.7,PPA21519,1.20E-26,Glutathione
GST_C_3|PF14497.7,PPA23213,1.30E-13,Glutathione
GST_C_3|PF14497.7,PPA26083,3.00E-15,Glutathione
GST_C_3|PF14497.7,PPA27201,2.80E-13,Glutathione
GST_C_3|PF14497.7,PPA28279,1.40E-13,Glutathione
GST_C_3|PF14497.7,PPA28356,4.20E-11,Glutathione
GST_C_3|PF14497.7,PPA30653,7.20E-28,Glutathione
GST_C_3|PF14497.7,PPA36485,3.50E-11,Glutathione
GST_C_3|PF14497.7,PPA39266,2.80E-13,Glutathione
GST_C_3|PF14497.7,PPA40342,5.10E-17,Glutathione
GST_C_3|PF14497.7,PPA40476,7.10E-16,Glutathione
GST_C_3|PF14497.7,PPA40608,2.20E-13,Glutathione
GST_C_3|PF14497.7,PPA40675,7.50E-15,Glutathione
GST_C_3|PF14497.7,PPA40683,2.50E-14,Glutathione
GST_C_3|PF14497.7,PPA42430,8.80E-16,Glutathione
GST_C_3|PF14497.7,PPA43427,2.70E-12,Glutathione
GST_C_3|PF14497.7,PPA45745,8.70E-11,Glutathione
GST_C_3|PF14497.7,UMM-S2838-35.56-mRNA-1_UTR_reannotated,2.80E-11,Glutathione
GST_C_6|PF17171.5,PPA11382,1.20E-24,Glutathione
GST_C_6|PF17171.5,PPA40778,5.20E-06,Glutathione
GST_N_3|PF13417.7,ppa_stranded_DN18718_c0_g1_i1,1.80E-18,Glutathione
GST_N_3|PF13417.7,ppa_stranded_DN48753_c0_g1_i1,1.80E-17,Glutathione
GST_N_3|PF13417.7,PPA05588,1.60E-17,Glutathione
GST_N_3|PF13417.7,PPA15428,1.50E-19,Glutathione
GST_N_3|PF13417.7,PPA21460,5.80E-18,Glutathione
GST_N_3|PF13417.7,PPA34777,6.60E-17,Glutathione
GST_N_3|PF13417.7,PPA36621,1.50E-19,Glutathione
GST_N_3|PF13417.7,PPA40647,2.60E-18,Glutathione
GST_N_3|PF13417.7,PPA46010,3.00E-05,Glutathione
GST_N_4|PF17172.5,Contig81-snapTAU.111,5.40E-22,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN15215_c0_g1_i1,2.10E-23,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN16015_c0_g1_i1,7.40E-16,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN19351_c0_g2_i1,1.00E-14,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN19383_c0_g1_i1,9.30E-06,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN24775_c0_g2_i1,3.40E-14,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN24775_c0_g3_i1,6.20E-14,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN24975_c0_g1_i1,5.00E-15,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN25001_c0_g2_i1,1.90E-16,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN28011_c0_g2_i2,1.40E-17,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN29418_c0_g2_i2,7.50E-23,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN29609_c1_g3_i1,1.60E-22,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN29609_c1_g3_i2,1.30E-22,Glutathione
GST_N_4|PF17172.5,ppa_stranded_DN31000_c1_g1_i1,1.30E-24,Glutathione
GST_N_4|PF17172.5,PPA03403,0.00045,Glutathione
GST_N_4|PF17172.5,PPA05187,5.30E-22,Glutathione
GST_N_4|PF17172.5,PPA15504,4.40E-14,Glutathione
GST_N_4|PF17172.5,PPA16877,2.80E-29,Glutathione
GST_N_4|PF17172.5,PPA21431,1.40E-32,Glutathione
GST_N_4|PF17172.5,PPA22627,1.10E-23,Glutathione
GST_N_4|PF17172.5,PPA22753,4.40E-23,Glutathione
GST_N_4|PF17172.5,PPA40634,6.00E-15,Glutathione
GST_N_4|PF17172.5,PPA41071,1.30E-14,Glutathione
GST_N_4|PF17172.5,PPA43326,1.50E-48,Glutathione
GST_N|PF02798.21,ppa_stranded_DN18829_c0_g1_i1,7.40E-12,Glutathione
GST_N|PF02798.21,ppa_stranded_DN26658_c0_g1_i3,2.50E-13,Glutathione
GST_N|PF02798.21,ppa_stranded_DN29186_c2_g1_i1,7.10E-07,Glutathione
GST_N|PF02798.21,PPA01683,3.90E-13,Glutathione
GST_N|PF02798.21,PPA04701,2.70E-13,Glutathione
GST_N|PF02798.21,PPA09811,1.20E-13,Glutathione
GST_N|PF02798.21,PPA14727,7.00E-12,Glutathione
GST_N|PF02798.21,PPA14741,1.00E-60,Glutathione
GST_N|PF02798.21,PPA20867,7.10E-18,Glutathione
GST_N|PF02798.21,PPA25804,2.20E-10,Glutathione
GST_N|PF02798.21,PPA33845,6.30E-18,Glutathione
GST_N|PF02798.21,PPA41637,1.20E-10,Glutathione
GST_N|PF02798.21,PPA42414,3.30E-15,Glutathione
GTP_cyclohydroI|PF01227.23,PPA01841,4.40E-76,GTP
GTP_EFTU|PF00009.28,ppa_stranded_DN18041_c0_g1_i1,2.30E-23,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN23337_c0_g2_i2,2.10E-54,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN26808_c0_g1_i6,4.10E-65,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN27586_c0_g1_i1,8.50E-49,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN29062_c0_g2_i1,1.70E-53,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN30145_c0_g1_i6,2.60E-24,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN30557_c0_g3_i1,4.20E-49,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN44489_c0_g1_i1,5.60E-50,Elongation
GTP_EFTU|PF00009.28,ppa_stranded_DN9132_c0_g2_i1,2.00E-51,Elongation
GTP_EFTU|PF00009.28,PPA00216,9.90E-62,Elongation
GTP_EFTU|PF00009.28,PPA02744,1.10E-30,Elongation
GTP_EFTU|PF00009.28,PPA12569,8.30E-37,Elongation
GTP_EFTU|PF00009.28,PPA13177,4.20E-51,Elongation
GTP_EFTU|PF00009.28,PPA14011,2.70E-35,Elongation
GTP_EFTU|PF00009.28,PPA15306,3.70E-42,Elongation
GTP_EFTU|PF00009.28,PPA17052,4.30E-28,Elongation
GTP_EFTU|PF00009.28,PPA27683,7.10E-44,Elongation
GTP_EFTU|PF00009.28,PPA34553,2.90E-20,Elongation
GTP_EFTU|PF00009.28,PPA42491,7.40E-43,Elongation
GTP_EFTU|PF00009.28,PPA42492,1.80E-44,Elongation
GTP1_OBG|PF01018.23,ppa_stranded_DN27540_c0_g2_i1,5.60E-42,GTP1/OBG
Gtr1_RagA|PF04670.13,ppa_stranded_DN19908_c0_g1_i1,9.60E-62,Gtr1/RagA
Gtr1_RagA|PF04670.13,PPA34083,1.30E-83,Gtr1/RagA
GTSE1_N|PF15259.7,PPA02041,0.0057,G-2
Guanylate_cyc|PF00211.21,Contig12-snap.49,5.40E-53,Adenylate
Guanylate_cyc|PF00211.21,Contig12-snapTAU.506,1.60E-58,Adenylate
Guanylate_cyc|PF00211.21,Iso_D.2657.1,1.10E-59,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN19250_c0_g1_i1,1.10E-41,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN22003_c0_g2_i1,9.20E-63,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN24356_c0_g1_i1,2.50E-65,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN24603_c0_g4_i1,6.00E-61,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN25143_c0_g1_i1,2.50E-49,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN25191_c0_g1_i2,2.50E-57,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN25826_c0_g1_i1,2.60E-57,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN26716_c0_g1_i2,3.80E-105,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN29651_c0_g1_i1,1.10E-56,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN35810_c0_g1_i1,9.40E-57,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN40498_c0_g1_i1,2.60E-05,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN48645_c0_g1_i1,3.80E-51,Adenylate
Guanylate_cyc|PF00211.21,ppa_stranded_DN9612_c0_g1_i1,5.40E-56,Adenylate
Guanylate_cyc|PF00211.21,PPA00790,3.90E-28,Adenylate
Guanylate_cyc|PF00211.21,PPA02209,1.10E-64,Adenylate
Guanylate_cyc|PF00211.21,PPA04226,7.30E-55,Adenylate
Guanylate_cyc|PF00211.21,PPA07188,4.20E-39,Adenylate
Guanylate_cyc|PF00211.21,PPA08398,5.40E-90,Adenylate
Guanylate_cyc|PF00211.21,PPA13334,4.10E-60,Adenylate
Guanylate_cyc|PF00211.21,PPA14907,1.10E-51,Adenylate
Guanylate_cyc|PF00211.21,PPA15615,2.10E-12,Adenylate
Guanylate_cyc|PF00211.21,PPA22592,1.30E-63,Adenylate
Guanylate_cyc|PF00211.21,PPA26217,1.30E-68,Adenylate
Guanylate_cyc|PF00211.21,PPA34960,1.60E-62,Adenylate
Guanylate_cyc|PF00211.21,PPA34961,7.30E-36,Adenylate
Guanylate_cyc|PF00211.21,PPA39299,1.30E-53,Adenylate
Guanylate_cyc|PF00211.21,PPA41058,9.80E-56,Adenylate
Guanylate_cyc|PF00211.21,PPA41119,1.20E-60,Adenylate
Guanylate_cyc|PF00211.21,PPA41199,4.40E-53,Adenylate
Guanylate_cyc|PF00211.21,PPA41407,2.20E-52,Adenylate
Guanylate_cyc|PF00211.21,PPA41433,1.00E-63,Adenylate
Guanylate_cyc|PF00211.21,PPA41935,3.60E-53,Adenylate
Guanylate_cyc|PF00211.21,PPA42731,6.60E-54,Adenylate
Guanylate_kin|PF00625.22,ppa_stranded_DN27347_c0_g1_i2,3.90E-39,Guanylate
Guanylate_kin|PF00625.22,ppa_stranded_DN27613_c0_g1_i1,2.10E-26,Guanylate
Guanylate_kin|PF00625.22,ppa_stranded_DN27613_c0_g1_i3,1.30E-22,Guanylate
Guanylate_kin|PF00625.22,ppa_stranded_DN29171_c0_g1_i2,2.20E-37,Guanylate
Guanylate_kin|PF00625.22,ppa_stranded_DN30732_c4_g1_i1,4.80E-58,Guanylate
Guanylate_kin|PF00625.22,PPA00024,2.70E-63,Guanylate
Guanylate_kin|PF00625.22,PPA06076,2.50E-34,Guanylate
Guanylate_kin|PF00625.22,PPA09642,5.40E-52,Guanylate
Guanylate_kin|PF00625.22,PPA27259,4.70E-50,Guanylate
Guanylate_kin|PF00625.22,PPA40261,7.00E-05,Guanylate
GWT1|PF06423.13,PPA10093,5.30E-31,GWT1
GYF_2|PF14237.7,ppa_stranded_DN31431_c0_g1_i11,0.0016,GYF
GYF_2|PF14237.7,PPA39412,1.50E-14,GYF
GYF|PF02213.17,ppa_stranded_DN16675_c0_g2_i1,1.40E-13,GYF
GYF|PF02213.17,ppa_stranded_DN19143_c0_g1_i1,2.70E-05,GYF
GYF|PF02213.17,ppa_stranded_DN19943_c0_g1_i1,3.00E-05,GYF
GYF|PF02213.17,ppa_stranded_DN29076_c0_g1_i2,0.0012,GYF
GYF|PF02213.17,PPA09159,8.50E-15,GYF
GYF|PF02213.17,PPA14780,1.40E-05,GYF
GYF|PF02213.17,PPA17570,0.00013,GYF
GYF|PF02213.17,PPA18379,2.50E-08,GYF
GYF|PF02213.17,PPA18386,1.50E-05,GYF
GYF|PF02213.17,PPA35031,0.00049,GYF
GYF|PF02213.17,PPA38191,0.00021,GYF
GYF|PF02213.17,PPA38217,1.20E-07,GYF
HA2|PF04408.24,Contig11-snapTAU.274,1.80E-17,Helicase
HA2|PF04408.24,ppa_stranded_DN23495_c0_g1_i1,4.60E-18,Helicase
HA2|PF04408.24,ppa_stranded_DN30541_c3_g1_i1,4.00E-21,Helicase
HA2|PF04408.24,ppa_stranded_DN7059_c0_g1_i1,8.00E-17,Helicase
HA2|PF04408.24,PPA16271,7.50E-20,Helicase
HA2|PF04408.24,PPA19994,3.00E-24,Helicase
HABP4_PAI-RBP1|PF04774.16,ppa_stranded_DN27655_c0_g2_i1,1.50E-14,Hyaluronan
HAD_2|PF13419.7,ppa_stranded_DN24781_c0_g1_i2,4.80E-11,Haloacid
HAD_2|PF13419.7,ppa_stranded_DN25615_c0_g1_i1,1.40E-18,Haloacid
HAD_2|PF13419.7,PPA13977,4.50E-09,Haloacid
HAD_2|PF13419.7,PPA33663,2.10E-19,Haloacid
HAD_2|PF13419.7,PPA35793,1.10E-18,Haloacid
HAD|PF12710.8,PPA04179,8.20E-16,haloacid
HAGH_C|PF16123.6,Contig97-snapTAU.136,5.90E-28,Hydroxyacylglutathione
HALZ|PF02183.19,PPA22294,0.0023,Homeobox
Ham1p_like|PF01725.17,PPA18623,1.40E-53,Ham1
Hamartin|PF04388.13,ppa_stranded_DN30144_c1_g1_i1,1.10E-45,Hamartin
HAP1_N|PF04849.14,PPA03922,1.10E-31,HAP1
HAP1_N|PF04849.14,PPA31909,0.0029,HAP1
Haspin_kinase|PF12330.9,ppa_stranded_DN26018_c0_g1_i1,9.40E-73,Haspin
Haspin_kinase|PF12330.9,PPA09125,1.20E-48,Haspin
HAT_KAT11|PF08214.12,Contig11-snapTAU.521,2.50E-57,Histone
HAT_KAT11|PF08214.12,PPA40038,4.60E-58,Histone
HAT|PF02184.17,ppa_stranded_DN18771_c0_g1_i2,2.70E-36,HAT
Hat1_N|PF10394.10,ppa_stranded_DN13768_c0_g2_i1,6.70E-35,Histone
HATPase_c_3|PF13589.7,ppa_stranded_DN29727_c3_g2_i1,6.10E-16,Histidine
HATPase_c_3|PF13589.7,PPA44592,2.80E-20,Histidine
HAUS6_N|PF14661.7,PPA08508,6.50E-05,HAUS
HbrB|PF08539.12,PPA30719,0.00046,HbrB-like
HCMV_UL139|PF12507.9,PPA36177,0.0025,Human
HCNGP|PF07818.14,ppa_stranded_DN18168_c0_g1_i1,3.00E-23,HCNGP-like
HCNGP|PF07818.14,PPA42114,5.30E-22,HCNGP-like
HCO3_cotransp|PF00955.22,ppa_stranded_DN8887_c0_g1_i1,1.20E-120,HCO3-
HCO3_cotransp|PF00955.22,PPA05387,3.30E-125,HCO3-
HCO3_cotransp|PF00955.22,PPA07439,2.80E-210,HCO3-
HCO3_cotransp|PF00955.22,PPA08754,4.80E-161,HCO3-
HCO3_cotransp|PF00955.22,PPA16847,2.00E-196,HCO3-
HCO3_cotransp|PF00955.22,PPA19380,8.00E-135,HCO3-
HD_3|PF13023.7,ppa_stranded_DN16422_c0_g1_i1,2.00E-43,HD
HD_4|PF13328.7,PPA05247,4.70E-20,HD
HD_4|PF13328.7,PPA13859,1.70E-22,HD
HD_4|PF13328.7,PPA34266,2.50E-19,HD
HD_assoc|PF13286.7,Contig7759-snapTAU.1,0.0078,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA33892,0.0073,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA33969,0.0078,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA34157,0.0089,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA34330,0.0094,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA41166,0.0091,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA42941,0.0069,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA43924,0.0043,Phosphohydrolase-associated
HD_assoc|PF13286.7,PPA45175,0.008,Phosphohydrolase-associated
HD|PF01966.23,PPA20048,9.40E-10,HD
hDGE_amylase|PF14701.7,PPA20962,9.30E-142,Glycogen
Headcase|PF16002.6,PPA39857,3.00E-39,Headcase
HEAT_2|PF13646.7,ppa_stranded_DN20844_c0_g1_i2,0.00064,HEAT
